,origin,destination,Route pair,DELAYS15,CANCELLED
0,ABE,ATL,ABEATL,7,0
1,ABE,CLT,ABECLT,9,6
2,ABE,DTW,ABEDTW,16,2
3,ABE,ORD,ABEORD,11,10
4,ABI,DFW,ABIDFW,24,2
5,ABQ,ATL,ABQATL,2,0
6,ABQ,AUS,ABQAUS,1,0
7,ABQ,BWI,ABQBWI,3,0
8,ABQ,DAL,ABQDAL,12,1
9,ABQ,DEN,ABQDEN,19,0
10,ABQ,DFW,ABQDFW,22,5
11,ABQ,HOU,ABQHOU,3,2
12,ABQ,IAH,ABQIAH,10,1
13,ABQ,LAS,ABQLAS,11,2
14,ABQ,LAX,ABQLAX,10,0
15,ABQ,MCI,ABQMCI,2,0
16,ABQ,MCO,ABQMCO,4,0
17,ABQ,MDW,ABQMDW,1,3
18,ABQ,MSP,ABQMSP,1,0
19,ABQ,OAK,ABQOAK,13,1
20,ABQ,ORD,ABQORD,18,12
21,ABQ,PHX,ABQPHX,37,3
22,ABQ,SAN,ABQSAN,6,0
23,ABQ,SEA,ABQSEA,1,0
24,ABQ,SFO,ABQSFO,12,7
25,ABQ,SLC,ABQSLC,2,0
26,ABY,ATL,ABYATL,10,1
27,ACT,DFW,ACTDFW,8,2
28,ACV,SFO,ACVSFO,31,13
29,ADK,ANC,ADKANC,2,0
30,ADQ,ANC,ADQANC,9,0
31,AEX,ATL,AEXATL,6,1
32,AEX,DFW,AEXDFW,11,0
33,AEX,IAH,AEXIAH,5,0
34,AGS,ATL,AGSATL,23,1
35,AGS,CLT,AGSCLT,9,0
36,ALB,ATL,ALBATL,7,1
37,ALB,BWI,ALBBWI,19,10
38,ALB,CLT,ALBCLT,7,4
39,ALB,DCA,ALBDCA,27,12
40,ALB,DTW,ALBDTW,5,4
41,ALB,EWR,ALBEWR,16,3
42,ALB,FLL,ALBFLL,16,3
43,ALB,MCO,ALBMCO,21,3
44,ALB,MDW,ALBMDW,7,8
45,ALB,MSP,ALBMSP,0,0
46,ALB,ORD,ALBORD,34,25
47,ALB,TPA,ALBTPA,2,3
48,AMA,DAL,AMADAL,6,1
49,AMA,DFW,AMADFW,24,4
50,AMA,IAH,AMAIAH,6,0
51,AMA,LAS,AMALAS,3,0
52,ANC,ADK,ANCADK,1,0
53,ANC,ADQ,ANCADQ,12,0
54,ANC,BET,ANCBET,7,4
55,ANC,CDV,ANCCDV,2,0
56,ANC,DEN,ANCDEN,6,0
57,ANC,FAI,ANCFAI,14,4
58,ANC,HNL,ANCHNL,0,0
59,ANC,JNU,ANCJNU,15,4
60,ANC,LAX,ANCLAX,3,0
61,ANC,MSP,ANCMSP,7,0
62,ANC,OGG,ANCOGG,0,0
63,ANC,OME,ANCOME,2,0
64,ANC,ORD,ANCORD,0,0
65,ANC,OTZ,ANCOTZ,4,0
66,ANC,PDX,ANCPDX,8,0
67,ANC,PHX,ANCPHX,4,0
68,ANC,SCC,ANCSCC,5,0
69,ANC,SEA,ANCSEA,26,1
70,ASE,ATL,ASEATL,7,2
71,ASE,DEN,ASEDEN,63,18
72,ASE,LAX,ASELAX,57,16
73,ASE,ORD,ASEORD,59,27
74,ASE,PHX,ASEPHX,9,2
75,ASE,SFO,ASESFO,35,10
76,ASE,SLC,ASESLC,12,3
77,ATL,ABE,ATLABE,10,0
78,ATL,ABQ,ATLABQ,4,0
79,ATL,ABY,ATLABY,9,1
80,ATL,AEX,ATLAEX,8,1
81,ATL,AGS,ATLAGS,20,1
82,ATL,ALB,ATLALB,11,1
83,ATL,ASE,ATLASE,5,0
84,ATL,ATW,ATLATW,12,1
85,ATL,AUS,ATLAUS,41,5
86,ATL,AVL,ATLAVL,28,3
87,ATL,AVP,ATLAVP,1,0
88,ATL,BDL,ATLBDL,18,0
89,ATL,BHM,ATLBHM,26,2
90,ATL,BMI,ATLBMI,6,1
91,ATL,BNA,ATLBNA,51,7
92,ATL,BOS,ATLBOS,127,13
93,ATL,BQK,ATLBQK,10,0
94,ATL,BTR,ATLBTR,19,1
95,ATL,BTV,ATLBTV,4,2
96,ATL,BUF,ATLBUF,11,4
97,ATL,BWI,ATLBWI,61,6
98,ATL,BZN,ATLBZN,1,0
99,ATL,CAE,ATLCAE,40,1
100,ATL,CAK,ATLCAK,14,0
101,ATL,CHA,ATLCHA,27,2
102,ATL,CHO,ATLCHO,14,2
103,ATL,CHS,ATLCHS,22,2
104,ATL,CID,ATLCID,9,1
105,ATL,CLE,ATLCLE,23,10
106,ATL,CLT,ATLCLT,53,2
107,ATL,CMH,ATLCMH,40,3
108,ATL,COS,ATLCOS,3,0
109,ATL,CRW,ATLCRW,13,1
110,ATL,CSG,ATLCSG,9,1
111,ATL,CVG,ATLCVG,21,1
112,ATL,DAB,ATLDAB,14,1
113,ATL,DAY,ATLDAY,9,1
114,ATL,DCA,ATLDCA,81,14
115,ATL,DEN,ATLDEN,60,2
116,ATL,DFW,ATLDFW,84,1
117,ATL,DHN,ATLDHN,16,2
118,ATL,DSM,ATLDSM,11,0
119,ATL,DTW,ATLDTW,65,11
120,ATL,EGE,ATLEGE,0,0
121,ATL,ELP,ATLELP,8,1
122,ATL,EVV,ATLEVV,12,0
123,ATL,EWN,ATLEWN,9,1
124,ATL,EWR,ATLEWR,162,4
125,ATL,EYW,ATLEYW,16,0
126,ATL,FAY,ATLFAY,23,3
127,ATL,FLL,ATLFLL,100,2
128,ATL,FNT,ATLFNT,8,1
129,ATL,FSD,ATLFSD,5,0
130,ATL,FSM,ATLFSM,5,0
131,ATL,FWA,ATLFWA,19,1
132,ATL,GNV,ATLGNV,26,1
133,ATL,GPT,ATLGPT,26,1
134,ATL,GRB,ATLGRB,2,0
135,ATL,GRR,ATLGRR,17,0
136,ATL,GSO,ATLGSO,22,0
137,ATL,GSP,ATLGSP,38,3
138,ATL,GTR,ATLGTR,5,1
139,ATL,HDN,ATLHDN,0,0
140,ATL,HNL,ATLHNL,3,0
141,ATL,HOU,ATLHOU,41,3
142,ATL,HPN,ATLHPN,15,1
143,ATL,HSV,ATLHSV,33,1
144,ATL,IAD,ATLIAD,30,5
145,ATL,IAH,ATLIAH,45,2
146,ATL,ICT,ATLICT,9,0
147,ATL,ILM,ATLILM,12,0
148,ATL,IND,ATLIND,34,6
149,ATL,JAC,ATLJAC,1,0
150,ATL,JAN,ATLJAN,7,0
151,ATL,JAX,ATLJAX,43,1
152,ATL,JFK,ATLJFK,60,3
153,ATL,LAS,ATLLAS,49,1
154,ATL,LAX,ATLLAX,84,0
155,ATL,LEX,ATLLEX,30,2
156,ATL,LFT,ATLLFT,9,0
157,ATL,LGA,ATLLGA,190,13
158,ATL,LIT,ATLLIT,10,1
159,ATL,MCI,ATLMCI,35,2
160,ATL,MCO,ATLMCO,99,1
161,ATL,MDT,ATLMDT,6,0
162,ATL,MDW,ATLMDW,41,13
163,ATL,MEM,ATLMEM,26,1
164,ATL,MGM,ATLMGM,33,3
165,ATL,MHT,ATLMHT,0,0
166,ATL,MIA,ATLMIA,84,2
167,ATL,MKE,ATLMKE,33,3
168,ATL,MLB,ATLMLB,8,1
169,ATL,MLI,ATLMLI,10,2
170,ATL,MLU,ATLMLU,16,2
171,ATL,MOB,ATLMOB,28,4
172,ATL,MSN,ATLMSN,16,0
173,ATL,MSP,ATLMSP,51,5
174,ATL,MSY,ATLMSY,41,2
175,ATL,MTJ,ATLMTJ,0,0
176,ATL,MYR,ATLMYR,10,0
177,ATL,OAJ,ATLOAJ,15,1
178,ATL,OAK,ATLOAK,8,0
179,ATL,OKC,ATLOKC,19,0
180,ATL,OMA,ATLOMA,11,0
181,ATL,ORD,ATLORD,105,54
182,ATL,ORF,ATLORF,13,1
183,ATL,PBI,ATLPBI,53,0
184,ATL,PDX,ATLPDX,14,0
185,ATL,PHF,ATLPHF,9,0
186,ATL,PHL,ATLPHL,59,3
187,ATL,PHX,ATLPHX,40,0
188,ATL,PIA,ATLPIA,19,1
189,ATL,PIT,ATLPIT,25,1
190,ATL,PNS,ATLPNS,20,1
191,ATL,PVD,ATLPVD,11,0
192,ATL,PWM,ATLPWM,3,0
193,ATL,RDU,ATLRDU,36,1
194,ATL,RIC,ATLRIC,34,4
195,ATL,RNO,ATLRNO,2,0
196,ATL,ROA,ATLROA,19,1
197,ATL,ROC,ATLROC,16,1
198,ATL,RSW,ATLRSW,35,2
199,ATL,SAN,ATLSAN,19,0
200,ATL,SAT,ATLSAT,46,1
201,ATL,SAV,ATLSAV,31,0
202,ATL,SBN,ATLSBN,17,5
203,ATL,SDF,ATLSDF,29,1
204,ATL,SEA,ATLSEA,35,0
205,ATL,SFO,ATLSFO,74,1
206,ATL,SGF,ATLSGF,20,1
207,ATL,SHV,ATLSHV,36,2
208,ATL,SJC,ATLSJC,3,0
209,ATL,SJU,ATLSJU,18,0
210,ATL,SLC,ATLSLC,29,1
211,ATL,SMF,ATLSMF,9,0
212,ATL,SNA,ATLSNA,13,0
213,ATL,SRQ,ATLSRQ,20,0
214,ATL,STL,ATLSTL,41,10
215,ATL,STT,ATLSTT,4,0
216,ATL,STX,ATLSTX,2,0
217,ATL,SYR,ATLSYR,13,0
218,ATL,TLH,ATLTLH,23,1
219,ATL,TPA,ATLTPA,59,4
220,ATL,TRI,ATLTRI,18,2
221,ATL,TUL,ATLTUL,9,1
222,ATL,TUS,ATLTUS,2,1
223,ATL,TYS,ATLTYS,33,1
224,ATL,VLD,ATLVLD,6,1
225,ATL,VPS,ATLVPS,10,0
226,ATL,XNA,ATLXNA,14,0
227,ATW,ATL,ATWATL,10,1
228,ATW,DTW,ATWDTW,28,3
229,ATW,MSP,ATWMSP,17,0
230,ATW,ORD,ATWORD,22,10
231,AUS,ABQ,AUSABQ,2,0
232,AUS,ATL,AUSATL,21,1
233,AUS,BNA,AUSBNA,5,0
234,AUS,BOS,AUSBOS,19,4
235,AUS,BWI,AUSBWI,4,2
236,AUS,CLT,AUSCLT,14,0
237,AUS,CVG,AUSCVG,5,0
238,AUS,DAL,AUSDAL,30,5
239,AUS,DEN,AUSDEN,30,1
240,AUS,DFW,AUSDFW,27,0
241,AUS,DTW,AUSDTW,6,1
242,AUS,ELP,AUSELP,7,0
243,AUS,EWR,AUSEWR,38,0
244,AUS,FLL,AUSFLL,19,0
245,AUS,HOU,AUSHOU,17,1
246,AUS,HRL,AUSHRL,5,0
247,AUS,IAD,AUSIAD,14,3
248,AUS,IAH,AUSIAH,18,0
249,AUS,IND,AUSIND,2,0
250,AUS,JFK,AUSJFK,40,5
251,AUS,LAS,AUSLAS,26,0
252,AUS,LAX,AUSLAX,34,0
253,AUS,LBB,AUSLBB,2,0
254,AUS,LGB,AUSLGB,6,0
255,AUS,MCI,AUSMCI,1,0
256,AUS,MCO,AUSMCO,21,0
257,AUS,MDW,AUSMDW,4,7
258,AUS,MSP,AUSMSP,8,0
259,AUS,MSY,AUSMSY,5,0
260,AUS,OAK,AUSOAK,2,0
261,AUS,ONT,AUSONT,2,0
262,AUS,ORD,AUSORD,40,18
263,AUS,PHL,AUSPHL,11,1
264,AUS,PHX,AUSPHX,28,1
265,AUS,RDU,AUSRDU,2,0
266,AUS,SAN,AUSSAN,15,0
267,AUS,SEA,AUSSEA,14,0
268,AUS,SFO,AUSSFO,48,3
269,AUS,SJC,AUSSJC,14,1
270,AUS,SLC,AUSSLC,9,0
271,AUS,SNA,AUSSNA,7,0
272,AUS,STL,AUSSTL,4,4
273,AUS,TPA,AUSTPA,7,0
274,AVL,ATL,AVLATL,29,3
275,AVL,EWR,AVLEWR,0,2
276,AVL,MCO,AVLMCO,1,1
277,AVP,ATL,AVPATL,0,0
278,AVP,DTW,AVPDTW,12,3
279,AVP,ORD,AVPORD,12,9
280,AZO,DTW,AZODTW,13,3
281,AZO,MSP,AZOMSP,5,0
282,AZO,ORD,AZOORD,9,14
283,BDL,ATL,BDLATL,22,0
284,BDL,BWI,BDLBWI,24,10
285,BDL,CLE,BDLCLE,0,1
286,BDL,CLT,BDLCLT,14,3
287,BDL,CVG,BDLCVG,5,0
288,BDL,DCA,BDLDCA,43,22
289,BDL,DEN,BDLDEN,4,0
290,BDL,DFW,BDLDFW,7,1
291,BDL,DTW,BDLDTW,13,1
292,BDL,FLL,BDLFLL,33,3
293,BDL,IAD,BDLIAD,12,7
294,BDL,IAH,BDLIAH,4,1
295,BDL,LAX,BDLLAX,2,0
296,BDL,MCO,BDLMCO,28,7
297,BDL,MDW,BDLMDW,4,11
298,BDL,MIA,BDLMIA,0,1
299,BDL,MSP,BDLMSP,13,0
300,BDL,ORD,BDLORD,26,20
301,BDL,PBI,BDLPBI,6,2
302,BDL,PHL,BDLPHL,11,4
303,BDL,RDU,BDLRDU,3,0
304,BDL,RSW,BDLRSW,11,3
305,BDL,SJU,BDLSJU,10,3
306,BDL,TPA,BDLTPA,27,6
307,BET,ANC,BETANC,10,4
308,BFL,DEN,BFLDEN,9,0
309,BFL,PHX,BFLPHX,12,0
310,BFL,SFO,BFLSFO,4,1
311,BGM,DTW,BGMDTW,14,7
312,BGR,EWR,BGREWR,9,5
313,BHM,ATL,BHMATL,28,2
314,BHM,BWI,BHMBWI,0,3
315,BHM,CLT,BHMCLT,13,1
316,BHM,DAL,BHMDAL,10,0
317,BHM,DEN,BHMDEN,3,0
318,BHM,DFW,BHMDFW,24,4
319,BHM,DTW,BHMDTW,1,0
320,BHM,HOU,BHMHOU,6,0
321,BHM,IAH,BHMIAH,11,0
322,BHM,LAS,BHMLAS,6,0
323,BHM,LGA,BHMLGA,24,0
324,BHM,MCO,BHMMCO,8,0
325,BHM,MDW,BHMMDW,5,8
326,BHM,ORD,BHMORD,24,12
327,BHM,TPA,BHMTPA,11,0
328,BIL,DEN,BILDEN,5,2
329,BIL,MSP,BILMSP,2,0
330,BIL,SLC,BILSLC,7,0
331,BIS,DEN,BISDEN,15,5
332,BIS,MSP,BISMSP,17,2
333,BJI,MSP,BJIMSP,9,2
334,BMI,ATL,BMIATL,10,1
335,BMI,DFW,BMIDFW,11,7
336,BMI,MCO,BMIMCO,2,0
337,BMI,ORD,BMIORD,8,15
338,BNA,ATL,BNAATL,35,6
339,BNA,AUS,BNAAUS,8,0
340,BNA,BOS,BNABOS,45,13
341,BNA,BWI,BNABWI,35,9
342,BNA,CLE,BNACLE,8,4
343,BNA,CLT,BNACLT,36,0
344,BNA,CMH,BNACMH,11,1
345,BNA,DCA,BNADCA,27,15
346,BNA,DEN,BNADEN,42,0
347,BNA,DFW,BNADFW,34,2
348,BNA,DTW,BNADTW,21,10
349,BNA,EWR,BNAEWR,63,4
350,BNA,FLL,BNAFLL,33,0
351,BNA,HOU,BNAHOU,24,3
352,BNA,IAD,BNAIAD,21,2
353,BNA,IAH,BNAIAH,24,4
354,BNA,JAX,BNAJAX,15,0
355,BNA,JFK,BNAJFK,27,2
356,BNA,LAS,BNALAS,23,2
357,BNA,LAX,BNALAX,24,0
358,BNA,LGA,BNALGA,120,10
359,BNA,MCI,BNAMCI,13,1
360,BNA,MCO,BNAMCO,25,1
361,BNA,MDW,BNAMDW,19,30
362,BNA,MIA,BNAMIA,17,0
363,BNA,MKE,BNAMKE,7,3
364,BNA,MSP,BNAMSP,14,5
365,BNA,MSY,BNAMSY,20,2
366,BNA,OAK,BNAOAK,7,0
367,BNA,ORD,BNAORD,86,43
368,BNA,PHL,BNAPHL,33,2
369,BNA,PHX,BNAPHX,21,0
370,BNA,RDU,BNARDU,16,1
371,BNA,SAN,BNASAN,7,0
372,BNA,SAT,BNASAT,11,1
373,BNA,SEA,BNASEA,2,0
374,BNA,SLC,BNASLC,5,0
375,BNA,STL,BNASTL,18,3
376,BNA,TPA,BNATPA,16,1
377,BOI,DEN,BOIDEN,18,0
378,BOI,GEG,BOIGEG,8,1
379,BOI,LAS,BOILAS,10,0
380,BOI,LAX,BOILAX,22,0
381,BOI,MSP,BOIMSP,7,0
382,BOI,OAK,BOIOAK,3,0
383,BOI,ORD,BOIORD,11,6
384,BOI,PDX,BOIPDX,2,0
385,BOI,PHX,BOIPHX,12,0
386,BOI,SAN,BOISAN,4,0
387,BOI,SEA,BOISEA,16,0
388,BOI,SFO,BOISFO,39,8
389,BOI,SLC,BOISLC,14,0
390,BOS,ATL,BOSATL,111,15
391,BOS,AUS,BOSAUS,21,3
392,BOS,BNA,BOSBNA,41,13
393,BOS,BUF,BOSBUF,33,17
394,BOS,BWI,BOSBWI,83,34
395,BOS,CHS,BOSCHS,7,1
396,BOS,CLE,BOSCLE,34,11
397,BOS,CLT,BOSCLT,53,18
398,BOS,CMH,BOSCMH,22,7
399,BOS,CVG,BOSCVG,22,4
400,BOS,DCA,BOSDCA,132,59
401,BOS,DEN,BOSDEN,36,8
402,BOS,DFW,BOSDFW,41,8
403,BOS,DTW,BOSDTW,61,11
404,BOS,EWR,BOSEWR,105,22
405,BOS,FLL,BOSFLL,60,10
406,BOS,IAD,BOSIAD,18,11
407,BOS,IAH,BOSIAH,11,0
408,BOS,IND,BOSIND,13,5
409,BOS,JAX,BOSJAX,32,10
410,BOS,JFK,BOSJFK,93,37
411,BOS,LAS,BOSLAS,36,9
412,BOS,LAX,BOSLAX,59,14
413,BOS,LGA,BOSLGA,262,65
